"BehaviorSpace results (NetLogo 6.2.2)"
"Coupled-Contagion-And-FTA-v7.nlogo"
"calibrate-prob-release-damping"
"11/19/2023 20:26:42:902 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","50"
"[run number]","beta-dist-denom","satisficing-radius","fear-threshold","fear-lambda","init-infected","step-increment","hide-duration","Network-Type","average-node-degree","Release-Mechanism","percent-nodes-swapped","type-of-fear-distribution","satisficing?","num-turtles","Infection-Duration","Random-Seed?","Disease-Infection-Rate","color-patches?","percent-links-rewired","Fear-Mechanism","Fear-Infection-Rate","Fear-On?","restore-hiding","random_seed_num","prob-release-damping","[step]","mean avg-hide-time"
"278","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.6666666666666665"
"279","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.533112582781457"
"280","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.6464011180992313"
"282","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.554493307839388"
"283","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.606318347509113"
"281","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.5487674169346195"
"284","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.571"
"285","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.522167487684729"
"286","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.403486924034869"
"287","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.5113378684807257"
"288","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.534567901234568"
"289","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.561797752808989"
"290","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.451505016722408"
"292","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.3344709897610922"
"291","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.5925058548009368"
"293","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.600840336134454"
"294","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.62008281573499"
"295","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.55863539445629"
"296","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.564588979223126"
"297","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.6368366285119667"
"298","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.559065934065934"
"299","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.5714285714285716"
"300","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","120","149","3.6480293308890928"
"302","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.605769230769231"
"303","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.91544885177453"
"301","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.5997782705099777"
"304","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6178194607268463"
"305","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6770186335403725"
"306","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7936991869918697"
"307","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7651162790697676"
"308","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7554697554697554"
"309","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.67693661971831"
"310","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6473072861668427"
"313","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7634228187919465"
"311","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.652214891611687"
"312","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.64237668161435"
"314","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.746583850931677"
"315","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.553793884484711"
"317","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","4.546875"
"316","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.783168316831683"
"318","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.681651376146789"
"319","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.852713178294574"
"320","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.665909090909091"
"321","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.845405405405405"
"322","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6917497733454216"
"323","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7453222453222454"
"324","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.706913339824732"
"325","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7282608695652173"
"326","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7758454106280195"
"327","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.8313253012048194"
"328","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7330462863293863"
"330","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.723404255319149"
"329","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.673635307781649"
"331","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.8041362530413627"
"332","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.5924170616113744"
"333","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.780888030888031"
"334","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.688912809472551"
"335","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6913919413919416"
"336","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.8532608695652173"
"337","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6538895152198423"
"338","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6541425818882467"
"339","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.8558310376492195"
"340","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7001013171225936"
"341","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7849331713244228"
"342","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6766595289079227"
"343","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6422413793103448"
"344","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7947725072604066"
"345","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6893667861409796"
"347","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.74653887113951"
"346","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7206235011990407"
"348","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.625139043381535"
"349","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.8549540347293156"
"350","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.73489010989011"
"352","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7371134020618557"
"351","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7978580990629185"
"353","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6273684210526316"
"354","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.8987951807228916"
"355","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6709816612729234"
"356","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.752232142857143"
"357","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.73602853745541"
"358","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.8338692390139335"
"359","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.520045819014891"
"361","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7560975609756095"
"362","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.761006289308176"
"360","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6421471172962225"
"363","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7185261003070624"
"364","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7815442561205272"
"365","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6258503401360542"
"367","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.648780487804878"
"366","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7244367417677644"
"368","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.687888198757764"
"369","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7084233261339095"
"370","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6776699029126214"
"371","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6137724550898205"
"372","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.616264294790343"
"373","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7872954764196343"
"374","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7637969094922736"
"375","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.771371769383698"
"376","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.69022869022869"
"377","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.5414965986394558"
"378","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.692849949647533"
"380","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.65625"
"379","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.7489177489177488"
"381","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.776280323450135"
"382","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.5959703075291625"
"383","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.780353200883002"
"384","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.8257993384785007"
"385","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.849347568208778"
"386","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6166666666666667"
"387","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.661125319693095"
"388","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.823774765380605"
"389","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.734806629834254"
"391","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.6354679802955663"
"390","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.761149653121903"
"392","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.800543970988214"
"393","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.740499457111835"
"394","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.9061433447098977"
"395","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.633149171270718"
"397","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.612687813021703"
"396","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.873406193078324"
"398","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.63544536271809"
"399","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.660069848661234"
"401","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.7601626016260163"
"400","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","130","149","3.646771037181996"
"402","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","4.083333333333333"
"404","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.9959016393442623"
"405","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.8233151183970855"
"403","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.748168498168498"
"406","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.939344262295082"
"407","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.7367906066536203"
"408","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.7781217750257996"
"410","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.9143179255918827"
"409","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.794059405940594"
"411","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.8592162554426706"
"412","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.907482993197279"
"413","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.9757869249394675"
"414","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.895910780669145"
"415","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.855144855144855"
"416","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.8868648130393098"
"417","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.8602811950790863"
"418","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.787348586810229"
"420","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.7601626016260163"
"421","1","0.01","1","1","5","0.005","4","Small World","6","probabilistic","1","Anchor","false","1000","6","true","0.06","true","0.2","Complex Contagion-Gamma","0.05","true","0","0","140","149","3.8046153846153845"
